currency,scheme,method,rmse_vol_points
ETH,call_wing,cell_mean,0.6322116593669934
ETH,call_wing,row_mean,3.770558473238262
ETH,call_wing,quadratic_smile,3.041105377169513
ETH,call_wing,previous_surface,0.29334360796157405
ETH,call_wing,cell_mean,0.5903741231484955
ETH,call_wing,row_mean,3.715034267509323
ETH,call_wing,quadratic_smile,2.8519675879923936
ETH,call_wing,previous_surface,0.1345686231085104
ETH,call_wing,cell_mean,0.6520683649497917
ETH,call_wing,row_mean,3.8197209535543912
ETH,call_wing,quadratic_smile,3.172931714783478
ETH,call_wing,previous_surface,0.17918862402530564
ETH,call_wing,cell_mean,0.5888714142395595
ETH,call_wing,row_mean,3.8453345601303845
ETH,call_wing,quadratic_smile,3.19004578822168
ETH,call_wing,previous_surface,0.1473425058405343
ETH,call_wing,cell_mean,0.7339620654470118
ETH,call_wing,row_mean,3.7749387101637595
ETH,call_wing,quadratic_smile,2.9398453135596756
ETH,call_wing,previous_surface,0.18105115363336433
ETH,call_wing,cell_mean,0.5857562098798155
ETH,call_wing,row_mean,4.233559701199498
ETH,call_wing,quadratic_smile,3.157785732485886
ETH,call_wing,previous_surface,0.27694556457154423
ETH,call_wing,cell_mean,0.5475728856692249
ETH,call_wing,row_mean,3.957367576823506
ETH,call_wing,quadratic_smile,2.9856120653522664
ETH,call_wing,previous_surface,0.18517959480008062
