currency,horizon_hours,tenor,delta,alpha,beta_on_residual,beta_t_stat,r2,n
ETH,1,60.0,0.8,-0.03218390568174135,0.3077950777865779,1.086939074938997,0.029402546399300844,41
ETH,1,60.0,0.9,0.001996339184424632,0.02385354536483588,0.0960291534259208,0.00023639534268748985,41
ETH,1,90.0,0.1,-0.08369672778473454,-0.34756026994326183,-1.3136918775933866,0.04237576493808859,41
ETH,1,90.0,0.2,-0.027284050633456736,-0.0022193676382854027,-0.00807064495283075,1.6701333634960847e-06,41
ETH,1,90.0,0.3,-0.02595488624435774,0.11077753281068274,0.42907864518681366,0.004698549766206317,41
ETH,1,90.0,0.5,-0.012856485734795385,0.4300281369408073,1.4931342702704948,0.054074210347481166,41
ETH,1,90.0,0.7,-0.014982069253959476,0.052125237465618694,0.20331321048089282,0.0010587819351038918,41
ETH,1,90.0,0.8,0.00027723396233852375,-0.26843588754974984,-0.8291310848457363,0.01732180352022994,41
ETH,1,90.0,0.9,0.031001602322086003,-0.4010778285143301,-1.6893349377101134,0.06818613721644595,41
ETH,1,120.0,0.1,-0.04308163958782767,-0.05557085014059111,-0.18884417306030782,0.0009135779889591911,41
ETH,1,120.0,0.2,-0.0283755745570773,0.3103198398158678,0.9574126705288227,0.02296383273128444,41
ETH,1,120.0,0.3,-0.028618840069461995,0.1899830664968192,0.6810032682084743,0.011751677672086513,41
ETH,1,120.0,0.5,-0.03912002018124439,0.6283609412205157,2.5463277016777908,0.1425515664082616,41
ETH,1,120.0,0.7,-0.011446856614370046,0.4882566509753202,1.72093827777939,0.07057944741060362,41
ETH,1,120.0,0.8,-0.0016608248200165525,0.17940056289154893,0.49441955684585764,0.00622892393300678,41
ETH,1,120.0,0.9,0.011666472020720998,-0.9367769816169728,-3.79127333799284,0.26930377900216995,41
ETH,1,180.0,0.1,-0.031247311563265694,0.034862256837972797,0.19993169415053552,0.0010238911448829935,41
ETH,1,180.0,0.2,-0.01912427957369477,0.0745032701916324,0.37938372380486324,0.003676994172473136,41
ETH,1,180.0,0.3,-0.017244260510329384,0.07353500133751727,0.4373731319382223,0.0048810649224336755,41
ETH,1,180.0,0.5,-0.01606700220455509,0.18230327881215433,0.9649010057330913,0.023316049166429487,41
ETH,1,180.0,0.7,-0.012556367006288066,0.11294709579226966,0.3406144999324237,0.0029660032588081364,41
ETH,1,180.0,0.8,-0.00833505743373735,0.2895975377338692,1.0363055502256908,0.026798699679408733,41
ETH,1,180.0,0.9,0.004499861737984448,-0.48128953659401713,-2.073931142079016,0.09933192007267955,41
ETH,3,14.0,0.1,-0.46440715796108567,-0.8729298101094571,-4.517260130211831,0.4048284964703106,32
ETH,3,14.0,0.2,-0.08602615923107987,-0.7153578868743233,-1.3918854211571303,0.060660803960850385,32
ETH,3,14.0,0.3,-0.2103166652344459,0.4127748568435754,0.8153866357859487,0.021681346867183704,32
